,tweet_preprocessed
3162,@coppjc/VBZ the/DT chinese/JJ canadian/NNP conservative/NNP association/NNP ./.indeed/RB ./.harper/NN be/VBZ very/RB upset/JJ with/IN they/PRP for/IN support/VBG pa/NNP …/.
3163,"it/PRP be/VBZ funny/JJ how/WRB all/PDT the/DT ""/`` meric/NNP bad/NNP ""/'' folk/NNS be/VBD out/RB to/TO show/VB their/PRP$ love/NN for/IN ""/`` the/DT big/JJ guy/NN ""/'' but/CC do/VBP not/RB hesitate/VB to/TO thro/VB …/NFP"
3164,kevin/NNP be/VBD in/IN the/DT military/NN ./.hehhehehe/NNP he/PRP would/MD hurt/VB big/JJ mouth/NN mark/NNP hard/RB ./.i/PRP be/VBP a/DT pacifist/NN so/RB completely/RB against/IN the/DT …/NFP
3165,a/LS )/-RRB- the/DT uk/NNP govt/NN book/VBD all/DT hotel/NN room/NNS for/IN all/DT dignitary/NNS ;/: canada/NNP ’s/POS delegation/NN have/VBD no/DT choice/NN where/WRB they/PRP stay/VBD ./.cal/NNP …/NFP
3166,"""/`` johnston/NNP should/MD know/VB a/DT thing/NN or/CC two/CD about/IN building/NN &/CC amp/NNP ;/: maintain/VBG trust/NN -/: he/PRP write/VBD a/DT book/NN about/IN it/PRP ./.early/RB on/RB in/IN tha/NN …/NFP"
3167,break/VBG !/.pei/NNP election/NNP 2023/CD they're/NNS just/RB not/RB ready/JJ !/. #/$cdnpoli/NNS #/$ peipoli/VBP #/$ pei/NN
3168,"""/`` david/NNP be/VBZ one/CD of/IN these/DT people/NNS that/WDT have/VBZ the/DT public/JJ service/NN gene/NN ,/, ""/'' john/NNP manley/NNP ,/, industry/NN minister/NN in/IN 1994/CD ,/, say/VBD in/IN in/IN …/NFP"
3169,what/WP you/PRP will/MD not/RB hear/VB on/IN sunday/NNP rosie/NNP barton/NNP show/NNP #/$ cbc/NNP 1/CD ./.andrew/NNP scheer/NNP do/VBG slow/JJ clap/NN while/IN smirk/VBG during/IN bi/NNP …/.
3170,"senator/NNS unhappy/JJ with/IN government/NN rejection/NN of/IN '/`` surgical/JJ compromise/NN '/'' on/IN c-11/_SP ,/, but/CC likely/RB will/MD not/RB block/VB bill/NN 's/POS passage/NN ,/, …/NFP"
3171,all/DT i/PRP see/VBP be/VBZ two/CD trash/NN mp/NNS wank/VBG off/RP on/IN the/DT public/JJ dime/NN ./. #/$cdnpoli/NNS
3172,"with/IN the/DT cost/NN of/IN live/VBG still/RB a/DT top/JJ economic/JJ issue/NN for/IN many/JJ canadians/NNPS ,/, the/DT liberals/NNPS have/VBP signal/VBN tuesday/NNP 's/POS budget/NN …/NFP"
3173,what/WP those/DT who/WP call/VBP themselves/PRP conservative/NNS do/VBP not/RB understand/VB be/VBZ that/IN you/PRP can/MD not/RB accept/VB &/CC amp/NNP ;/: promote/VB liberal/JJ value/NNS wh/NN …/NFP
3174,@pierrepoilievre/NFP now/RB there/EX be/VBP chant/NNS ./.it/PRP ’/VBZ not/RB a/DT cult/NN ./. #/$cdnpol/NN
3175,absolutely/RB agree/VB !/.it/PRP be/VBD childish/JJ &/CC amp/NNP ;/: disgraceful/JJ !/.more/JJR and/CC more/JJR conservative/NNS agree/VBP as/RB well/RB ./.he/PRP ’/VBZ exactly/RB what/WP the/DT …/NFP
3176,the/DT very/JJ fact/NN that/IN pierre/NNP poilievre/NNP decline/VBZ to/TO comment/VB on/IN the/DT moral/JJ decline/NN of/IN canada/NNP &/CC amp/NN ;/: only/RB focus/VBZ on/IN fiscal/JJ pol/NN …/NFP
3177,the/DT level/NN of/IN corruption/NN inside/IN the/DT #/NN trudeau/NNP #/$ liberal/JJ party/NN be/VBZ stunning/JJ #/JJR cdnpoli/NNS
3178,"maybe/RB if/IN the/DT government/NN be/VBZ out/RB there/EX be/VBD bright/JJ enough/RB ,/, like/IN pretty/RB much/RB everyone/NN else/RB ,/, they/PRP would/MD have/VB see/VBN the/DT writ/NN …/NFP"
3179,that/DT be/VBZ some/DT old/JJ school/NN pagan/NN religion/NN ./.the/DT left/NN be/VBP even/RB sacrifice/VBG their/PRP$ child/NNS to/IN the/DT alphabet/NNP god/VBZ #/$ cdnpoli/NNS …/NFP
3180,@herbmartin4/XX @washingtonpost/FW thank/NNS for/IN send/VBG this/DT @gmbutts/NNP talking/NN point/NN ./.@robertfife/NNP be/VBD not/RB the/DT only/JJ journali/NN …/NFP
3181,"as/IN eligibility/NN for/IN the/DT shot/NNS expand/VBN for/IN all/DT age/NN group/NNS ,/, they/PRP continue/VBD to/TO process/VB over/IN 30,000/CD injury/NN report/VBZ a/DT we/PRP …/NFP"
3182,"general/NNP dynamics/NNP warn/VBD the/DT cdc/NNP that/WDT vaers/NNP have/VBD blow/VBN through/IN the/DT expect/VBN 1,000/CD case/NNS per/IN day/NN and/CC even/RB reach/VBD a/DT le/FW …/."
3183,"in/IN a/DT rare/JJ twist/NN ,/, the/DT united/NNP states/NNP have/VBZ pull/VBN way/RB ahead/RB of/IN canada/NNP in/IN get/VBG the/DT long/JJ -/HYPH taboo/NN issue/NN of/IN tax/VBG the/DT wea/NN …/NFP"
3184,today/NN ’s/POS front/NN page/NN :/: the/DT new/JJ world/NN disorder/NN #/$ cdnpoli/NNS
3185,@ryan_r_williams/: yes/UH */UH you/PRP */NFP need/VBP to/TO pay/VB more/JJR income/NN tax./FW 🙂/FW #cdnpoli/FW #/NNS cdnmedi/VB
3186,spend/VBG $/$ 6000/CD on/IN a/DT hotel/NN be/VBZ a/DT huge/JJ problem/NN ./.damn/VB those/DT lib/VBZ for/IN their/PRP$ excessive/JJ spending/NN !/. !/. !/.⬇/VBN ️/_SP ⬇/VBN ️/_SP ⬇/VBN ️/_SP 👀/NNP #/NNS cdnpoli/NNS
3187,spend/VBG $/$ 6000/CD a/DT night/NN on/IN a/DT hotel/NN (/-LRB- in/IN london/NNP where/WRB it/PRP be/VBZ expensive/JJ )/-RRB- while/IN on/IN canadian/JJ business/NN seem/VBZ like/IN a/DT pretty/JJ g/NN …/NFP
3188,i/PRP could/MD think/VB of/IN a/DT lot/NN of/IN reason/NNS immigrant/NNS do/VBP not/RB stay/VB in/IN canada/NNP ./.however/RB the/DT government/NN continue/VBZ to/TO promote/VB cana/NNP …/.
3189,"@jacquidelaney/NNP obviously/RB it/PRP ’/VBZ not/RB the/DT time/NN for/IN @cooper4sae/, to/TO be/VB prepare/VBG this/DT ""/`` tweet/NN ""/'' just/RB by/IN look/VBG at/IN what/WP be/VBZ …/NFP"
3190,never/RB meet/VBD too/RB many/JJ of/IN they/PRP that/WDT have/VBD the/DT brain/NNS that/WDT god/NNP give/VBD a/DT goose/NN ./.look/VBZ like/IN the/DT fragile/JJ keep/VBD generation/NN be/VBP go/VB …/NFP
3191,emma/NNP belcher/NNP :/: nuclear/JJ threat/NN &/CC amp/NNP ;/: #/$ russia/NNP ’s/POS war/NN in/IN #/$ ukraine/NNP #/CC standwithukraine/VB #/$ arrestputin/NNP #/XX friendshore/VBG #/NNS cdnpoli/NNP …/NFP
3192,"🎯/JJ if/IN the/DT 👮/_SP ‍/_SP ♂/XX ️/VBP leak/VBG detail/NNS to/IN #/$ freedomconvoy/NNP during/IN the/DT occupation/NN in/IN ottawa/NNP ,/, this/DT do/VBZ not/RB seem/VB too/RB far/RB fetched/JJ ./. …/NFP"
3193,i/PRP have/VBP no/DT doubt/NN that/IN canada/NNP 's/POS opioid/JJ crisis/NN will/MD be/VB solve/VBN by/IN tweet/VBG about/IN trudeau/NNP 's/POS hotel/NN room/NN in/IN london/NNP ./. #/$cdnpol/NN
3194,treat/VBN soooooo/NN horribly/RB in/IN china?/NN ...../. they/PRP find/VBD time/NN to/IN date/NN ?/. ..../NFPor/CC be/VBZ that/IN their/PRP$ security/NN detail/NN pose/VBG as/IN gf/NNP '/'' …/NFP
3195,"want/VBD to/TO know/VB why/WRB @cpc_hq/, mp/NNS do/VBD not/RB automatically/RB stand/VB ,/, in/IN 2023/CD ,/, when/WRB gender/NN parity/NN be/VBD mention/VBN ./.here/RB be/VBZ the/DT an/NN …/NFP"
3196,"unlike/IN the/DT @globeandmail/NNP ,/, @torontostar/NNP @nationalpost/NNP etc/FW ,/, the/DT @washingtonpost/JJR employ/VBZ a/DT fact/NN -/HYPH checker/NN …/NFP"
3197,why/WRB canada/NNP be/VBZ among/IN the/DT prime/JJ target/NNS for/IN chinese/JJ interference/NN attempt/VBZ canada/NNP have/VBZ be/VBN under/IN red/NNP china/NNP ’s/NN manipulat/NN …/NFP
3198,#/$ pierresemails/NNP @pierrepoilievre/NNP admit/VBD that/IN he/PRP do/VBZ not/RB use/VB his/PRP$ official/JJ email/NN account/NN !/.why/WRB ?/.what/WP be/VBZ …/NFP
3199,@mikethenavyguy/NNP lay/VBG the/DT foundation/NN for/IN some/DT trickle/NN down/IN bs/NNP .../: the/DT wealthy/JJ need/VBP a/DT tax/NN break/NN be/VBZ the/DT hint/NN ..../NFP #/$ cdnpol/VB
3200,parody/NN go/VBZ mainstream/JJ ./.an/DT article/NN worthy/JJ of/IN the/DT beaverton/NNP ./. #/$cdnpoli/NNS
3201,wow/UH ./.what/WP say/VBP you/PRP @elon/NNP ?/. #/$cdnpoli/NNS
3202,"canada/NNP start/VBZ turn/VBG away/RB roxham/NNP road/NNP asylum/NN this/DT be/VBZ all/DT on/IN trudeau/NNP ,/, his/PRP$ virtue/NN signal/VBG tweet/NN cause/VBD billion/NNS …/NFP"
3203,@govcanhealth/ADD foreign/JJ state/NN bad/JJ actor/NN #/NN troll/VBZ be/VBP re/VBN -/VBG run/VBG their/PRP$ #/NNS twitter/NNP #/NN disinformation/NN campaign/NN from/IN 2021/CD in/IN r/NN …/NFP
3204,"what/WP @pierrepoilievre/NN and/CC his/PRP$ grisly/JJ maga/NN henchman/NNS like/IN @andrewscheer/NNS want/VBP to/TO do/VB to/IN 🇨/NNP 🇦/NNP canada/NNP ,/, remake/VBG we/PRP into/IN the/DT …/NFP"
3205,"another/DT one/NN ?/.london/NNP ontario/NNP should/MD ban/VB match/NNS ,/, this/DT be/VBZ get/VBG out/IN of/IN control/NN #/$ cdnpoli/NNS #/$ onpoli/FW #/NN ldnont/VB"
3206,"medium/NNS around/IN the/DT world/NN report/VBD on/IN the/DT repellant/JJ behaviour/NN of/IN poilievre/NNP and/CC his/PRP$ minion/NNS ,/, and/CC biden/NNP ’s/POS reaction/NN ./.but/CC …/NFP"
3207,26/03/2023/CD no/DT government/NN bill/NNS be/VBG debate/VBN today/NN ./.more/JJR information/NN :/:
3208,new/JJ from/IN i/PRP :/: p.e.i./NNP green/NNP party/NNP may/MD lose/VB seat/NNS from/IN 2019/CD :/: expert/NNS |/NN the/DT star/NNP #/NN cdnpoli/NNS #/$ peipoli/NN
3209,next/JJ time/NN you/PRP hear/VBP trudeau/NNP 's/POS appoint/VBN cds/NNP general/NNP wayne/NNP eyre/NNP whine/VBP about/IN recruiting/NN &/CC amp/NNP ;/: be/VBG short/JJ staff/VBN this/DT be/VBZ …/NFP
3210,"@therealkeean/NN really/RB ?/.ppl/NNP who/WP support/VBP trudeau/NNP do/VBP not/RB support/VB the/DT anger/NN ,/, the/DT hate/NN ,/, the/DT conspiracy/NN theory/NNS !/.we/PRP suppor/VBP …/NFP"
3211,rcmp/NNP phone/NN tracking/NN with/IN stingray/JJ -/HYPH type/NN technology/NN continue/VBZ despite/IN privacy/NN concern/NNS :/: access/NN -/HYPH to/IN -/HYPH info/NN document/NNS ./.by/IN …/NFP
3212,"""/`` judas/NNP say/VBG the/DT military/NN have/VBZ be/VBN intimidate/VBG for/IN spouse/NNS look/VBG to/TO speak/VB out/RP ""/'' the/DT military/NN attack/NNS spouse/NNS fo/IN …/NFP"
3213,"""/`` greater/NNP victoria/NNP base/NN be/VBZ also/RB now/RB see/VBG member/NNS on/IN the/DT verge/NN of/IN homelessness/JJ ""/'' military/NNP recruit/VBG 101/CD cfb/NNP esqui/NNP …/NFP"
3214,"""/`` the/DT military/NN be/VBZ notorious/JJ for/IN not/RB care/VBG about/IN the/DT impact/NN of/IN its/PRP$ decision/NNS on/IN family/NNS ,/, ""/'' we/PRP have/VBP a/DT recruiting/NN cr/NN …/NFP"
3215,@ianhanomanse/VBG why/WRB have/VBZ cbc/NNP virtually/RB ignore/VBD the/DT $/$ 400/CD million/CD environmental/JJ plan/NN announce/VBN by/IN biden/NNP and/CC trudeau/NNP to/IN …/NFP
3216,"france/NNP !/. #/$strike/NNP #/PRP$ france/NNP weekend/NN of/IN protest/NN plan/VBN ,/, harsh/NNP beat/JJ down/NNS today/NN !/.brutal/NNP ./.seem/VBZ to/TO be/VB just/RB get/VBG go/VBG ./. …/NFP"
3217,every/DT day/NN i/PRP be/VBP go/VBG to/TO tweet/VB this/DT (/-LRB- permission/NN from/IN del/NNP schilling/NNP )/-RRB- ./.will/MD you/PRP join/VB i/PRP ?/.over/IN 5700+missing/NNP &/CC amp/NNP ;/: murdere/NNP …/NFP
3218,"@potus/NNP take/VBZ @cpc_hq/, behind/IN the/DT woodshe/VBN on/IN woman/NNS 's/POS equality/NN ,/, and/CC the/DT msm/NNP just/RB shrug/NNS ./. ""/``loyal/JJ hun/NN ?/. ""/'' ""/``you/PRP be/VBP unfort/JJ …/NFP"
3219,"accord/VBG to/IN #/NNS cdnmedia/NNS report/NNS ,/, both/CC the/DT consulate/NNP and/CC dong/NNP be/VBD under/IN csis/NNP surveillance/NN #/$ cdnpoli/NNS"
3220,@michellepurdie7/NFP @1mikemorris/NFP @pierrepoilievre/NNP conservatives/NNPS think/VBD that/IN hillary/NNP clinton/NNP be/VBD not/RB qualified/JJ to/TO be/VB p/NN …/NFP
3221,"chrystia/NNP freeland/NNP be/VBZ a/DT rhodes/NNP scholar/NNP ,/, with/IN degree/NNS from/IN harvard/NNP and/CC oxford/NNP ./.she/PRP speak/VBZ at/IN least/JJS 3/CD language/NNS and/CC ha/PRP …/NFP"
3222,one/CD interesting/JJ feature/NN of/IN france/NNP ’s/POS constitution/NNP be/VBZ that/IN macron/NNP be/VBZ bar/VBN from/IN run/VBG for/IN president/NNP again/RB ./. …/NFP
3223,"i/PRP may/MD not/RB be/VB impartial/JJ on/IN this/DT ,/, as/IN a/DT canadian/JJ seriously/RB look/VBG at/IN buy/VBG some/DT tsmc/NNP share/NNS next/JJ year/NN ,/, but/CC omg/NNP yes/NNP !/. …/NFP"
3224,"congrat/NNS to/IN @arpankhanna/NNP for/IN secure/VBG the/DT @cpc_hq/, nomination/NN in/IN oxford/NNP -/, appreciate/VBP the/DT work/NN of/IN all/PDT the/DT candidate/NNS …/NFP"
3225,everything/NN you/PRP need/VBP to/TO know/VB about/IN doug/NNP ford/NNP ’s/POS controversial/JJ plan/NNS for/IN new/JJ highway/NNS in/IN ontario/NNP :/: …/NFP
3226,@michaelparsa/NNP @fordnation/CD @tirganfestival/NN @sherefsabawypc/MD @charmomof5/VB @laurasthornhill/NNP @mppbarnesajax/NNP …/NFP
3227,@robertbobm1/NNP @thetorontosun/IN suuuuuure/NNP bob/NNP #/$ trudeaucorruption/NNP #/$ trudeaudictatorship/NNP #/NN cdnpoli/NNS x/.
3228,"@clareblackwood/NNP clare/NNP come/VBZ to/IN we/PRP directly/RB from/IN central/JJ casting/NN ./.hateful/JJ liberal/JJ ,/, ginger/NN cat/NN mom/NN ./.even/RB money/NN odd/NNS s/ADD …/NFP"
3229,@robertfife/NNP @acoyne/NNP why/WRB be/VBZ china/NNP target/VBG the/DT trudeau/NNP liberals/NNPS ?/.incompetence/NN and/CC token/JJ appointment/NNS couple/VBN with/IN a/DT …/NFP
3230,explain/VBZ ward/NNP elcock/NNP ’s/POS nervous/JJ rant/VBG about/IN the/DT csis/NNP whistleblower/NNS ./.seem/VBZ like/IN chrétien/NNP be/VBD knee/NN deep/RB in/IN chinese/NNP …/NFP
3231,@vestevie/NNP stunned/JJ face/NNS and/CC heartbreak/VB for/IN migrant/NNS head/VBG to/IN roxham/NNP road/NNP as/IN they/PRP learn/VBP canada/NNP will/MD likely/RB send/VB th/NN …/NFP
3232,way/VB too/RB much/JJ violence/NN on/IN public/JJ transportation/NN ./.perhaps/RB they/PRP should/MD ban/VB public/JJ transportation/NN #/NN cdnpoli/NNS #/$ onpoli/NNS …/NFP
3233,#/$ srilanka/NNP now/RB require/VBP a/DT digital/JJ id/NNP fuel/NN pass/VBP with/IN a/DT qr/NN code/NN ./.the/DT government/NN allocate/VBZ a/DT weekly/JJ fuel/NN quota/NN per/IN vehic/NN …/NFP
3234,@re_marketwatch/JJ @arkeleno/NNP #/_SP cdnpoli/NNP plant/VBD the/DT seed/NNS to/IN the/DT housing/NN crisis/NN over/IN the/DT past/JJ few/JJ decade/NNS ./.let/VB we/PRP count/VB …/NFP
3235,"they/PRP offer/VBD my/PRP$ mother/NN use/NN of/IN fentanyl/JJ patch/NNS when/WRB she/PRP be/VBD die/VBG of/IN cancer/NN ,/, you/PRP would/MD deny/VB people/NNS that/DT option/NN ./.h/NN …/NFP"
3236,@whittakertp/NNS conservative/NNS would/MD never/RB vote/VB woman/NNS as/IN their/PRP$ official/JJ leader/NN #/$ cdnpol/NN
3237,"in/IN western/JJ culture/NN ,/, each/DT generation/NN start/VBZ from/IN 0/CD cuz/IN ppl/NNP only/RB care/VB about/IN their/PRP$ own/JJ consumption/NN and/CC …/NFP"
3238,"@djclimenhaga/NNP even/RB if/IN @globalnews/NNP try/VBZ the/DT new/JJ defence/NN of/IN ""/`` responsible/JJ communication/NN ,/, ""/'' one/PRP would/MD think/VB they/PRP ’d/MD need/VBP …/NFP"
3239,"@leslynlewis/VB get/VB intelligent/JJ about/IN politic/NNS before/IN join/VBG one/CD of/IN the/DT ""/`` cheer/NN squad/NNS ""/'' ./.we/PRP do/VBP not/RB have/VB politic/NNS ./.we/PRP ha/UH …/NFP"
3240,"you/PRP ’re/VBP assign/VBN a/DT secure/JJ email/NN address/NN provide/VBN by/IN your/PRP$ place/NN of/IN work/NN ,/, but/CC deliberately/RB choose/VBP not/RB to/TO use/VB it/PRP ,/, inste/VB …/NFP"
3241,@marcomendicino/NNP 's/POS office/NN have/VBD no/DT immediate/JJ comment/NN on/IN the/DT status/NN of/IN broad/JJR consultation/NNS on/IN a/DT foreign/JJ agent/NN registr/CD …/NFP
3242,#/NNS russia-#ukraine/NNS war/NN :/: day/NN 396/CD of/IN illegal/NNP invasion/NN #/CC standwithukraine/VB #/PRP$ arrestputin/NNP #/$ slavaukraini/NNP #/NNS friendshoring/NN …/NFP
3243,notice/VB how/WRB liberal/JJ twat/NNS on/IN twitter/NNP never/RB tweet/VB anything/NN about/IN the/DT mass/NN protest/NNS in/IN holland/NNP or/CC france/NNP ./.you/PRP know/VBP wh/NN …/.
3244,dance/NN like/IN there/EX be/VBZ no/DT tomorrow/NN -/HYPH inside/IN #/NN ukraine/NNP 's/POS underground/JJ wartime/JJ music/NN scene/NN #/MD standwithukraine/VB #/ADD arrestputin/NNP …/NFP
3245,budget/NNP 2023/CD :/: the/DT liberals/NNP ’/POS reckless/JJ deficit/NN of/IN choice/NN /via/. @globeandmail/ADD
3246,"#/NNS russia-#ukraine/NNS war/NN :/: #/$ kremlin/NNP have/VBZ #/$ belarus/NNP as/IN nuclear/JJ hostage/NN with/IN plan/NNS to/TO station/VB tactical/JJ nuclear/JJ weapon/NNS ,/, say/VBZ …/NFP"
3247,"#/$ putin/NNP :/: #/$ russia/NNP ,/, #/$ china/NNP not/RB create/VBG military/JJ alliance/NN #/$ standwithukraine/VB #/$ arrestputin/NNP #/XX friendshore/VBG #/NNS cdnpoli/NNP …/NFP"
3248,#/$ zelensky/NNP :/: no/DT #/$ ukraine/NNP offensive/NN without/IN more/JJR weapon/NNS #/$ bbcnews/PRP #/NN standwithukraine/VB #/PRP$ arrestputin/NNP #/$ cdnpoli/NNP #/$ pqpoli/NNP …/NFP
3249,"#/$ russia/NNP largely/RB stall/VBN in/IN #/NNS bakhmut/NNP ,/, shift/VBG focus/NN ,/, #/$ uk/NNP say/VBZ #/NNP standwithukraine/VB #/$ arrestputin/NNP #/XX friendshoring/NN …/NFP"
3250,new/JJ #/JJ russian/JJ campaign/NN try/VBZ to/TO entice/VB man/NNS to/TO fight/VB in/IN #/$ ukraine/NNP #/CC standwithukraine/VB #/$ arrestputin/NNP #/XX friendshoring/NN …/NFP
3251,bbq/NNP and/CC picnic/NN furniture/NN for/IN cheap/JJ in/IN china/NNP ./.picnic/NN table/NN and/CC 4/CD chair/NNS can/MD be/VB buy/VBN for/IN $/$ 20/CD ./.in/IN western/JJ country/NNS …/NFP
3252,"do/VBD you/PRP know/VB back/RB in/IN 2020/CD a/DT guarantee/VBN livable/NNP basic/NNP income/NNP for/IN a/DT family/NN with/IN $/$ 50,000/CD income/NN would/MD have/VB either/CC be/VBN …/NFP"
3253,#/$ ukraine/NNP slam/NNS #/PRP$ putin/NNP plan/NN to/TO station/VB #/JJR russian/JJ nuclear/JJ weapon/NNS in/IN #/$ belarus/NNP #/CC standwithukraine/VB #/ADD arrestputin/NNP …/NFP
3254,"""/`` johnston/NNP have/VBZ since/RB step/VBN down/RB from/IN his/PRP$ position/NN with/IN the/DT trudeau/NNP foundation/NNP ""/'' ./.if/IN i/PRP quit/VBD my/PRP$ job/NN tomorrow/NN do/VBZ tha/NN …/NFP"
3255,"social/JJ medium/NNS company/NNS like/IN facebook/NNP ,/, twitter/NNP and/CC google/NNP be/VBP not/RB require/VBN to/TO share/VB their/PRP$ algorithm/NNS with/IN the/DT public/NN …/NFP"
3256,#/$ russia/NNP expert/NN decode/VBZ #/NNS putin/NNP 's/POS threat/NN to/TO place/VB nuclear/JJ weapon/NNS next/IN door/NN to/IN #/$ ukraine/NNP #/CC standwithukraine/VB …/NFP
3257,"day/NN 396/CD of/IN #/$ russian/JJ unprovoked/JJ ,/, illegal/VB invasion/NN :/: #/$ russia/NNP to/TO station/VB tactical/JJ nuclear/JJ weapon/NNS in/IN #/NNS belarus/NNP ,/, #/$ putin/NNP s/XX …/NFP"
3258,"typical/JJ house/NN in/IN china/NNP ./.nothing/NN close/RB to/IN luxury/NN ,/, but/CC well/JJR than/IN the/DT struggle/NN of/IN mortgage/NN payment/NNS ,/, rent/NN ,/, or/CC yearly/RB …/NFP"
3259,@marionrmorrison/NNP the/DT new/JJ world/NN order/NN be/VBZ not/RB work/VBG out/RP exactly/RB how/WRB the/DT elite/NNS envision/VBD be/VBZ it/PRP ?/.they/PRP think/VBD people/NNS …/.
3260,what/WP be/VBZ not/RB break/VBN under/IN the/DT trudeau/NNP liberals/NNPS ?/. #/$cdnpoli/NNS
3261,buh/NNP bye/UH ./.trudeau/NNP be/VBZ the/DT bad/JJS prime/NNP minister/NNP in/IN my/PRP$ lifetime/NN ./.this/DT do/VBZ not/RB surprise/VB i/PRP ./. #/$cdnpoli/NNS #/NNS saskpoli/VBZ
3262,the/DT spoiled/JJ brat/NN ./.pierre/NNP &/CC amp/NNP ;/: maggie/NNP sure/RB drop/VBD the/DT ball/NN on/IN this/DT one/NN ./.now/RB we/PRP all/DT have/VBP to/TO deal/VB with/IN it/PRP ./. #/$cdnpoli/NNS
3263,typical/JJ bbq/NNP in/IN china/NNP ./.at/IN least/JJS ppl/JJ in/IN china/NNP can/MD afford/VB to/TO have/VB guest/NNS over/RB and/CC not/RB in/IN poverty/NN from/IN inflation/NN like/IN w/NNP …/NFP
3264,woman/NNS like/IN de/NNP adder/NNP be/VBP the/DT only/JJ reason/NN trudeau/NNP be/VBZ still/RB in/IN power/NN ./. #/$cdnpoli/NNS
3265,"@denisebatter/NNS funny/NNP no/DT conservative/NNP party/NNP in/IN #/$ sask/NNP ./.call/VB it/PRP the/DT ""/`` batter/NNS factor/NNP ""/'' ?/. #/$cdnpol/NNP"
3266,the/DT woke/NNP decade/NN be/VBZ come/VBG to/IN an/DT end/NN ./. #/$cdnpoli/NNS
3267,@marionrmorrison/UH i/PRP wonder/VBP if/IN marcon/NNP will/MD resign/VB before/IN france/NNP be/VBZ burn/VBN to/IN the/DT ground/NN ./.some/DT leader/NNS can/MD not/RB take/VB a/DT hin/NN …/.
3268,exactly/RB ./.the/DT trudeau/NNP liberals/NNPS be/VBP the/DT bad/JJS govern/VBG party/NN in/IN my/PRP$ lifetime/NN ./. #/$cdnpoli/NNS
3269,macron/NNP meltdown/NN ./.hopefully/RB trudeau/NNP be/VBZ next/JJ ./.they/PRP ’ve/VBP both/DT lose/VBN their/PRP$ citizen/NNS respect/NN ./. #/$cdnpoli/NNS
3270,do/VBP canadians/NNPS not/RB know/VB how/WRB bad/JJ joe/NNP biden/NNP 's/POS politic/NNS have/VBP always/RB be/VBN ?/.that/IN he/PRP be/VBZ always/RB be/VBN a/DT republican/NNP in/IN all/DT but/IN …/NFP
3271,"just/RB another/DT day/NN in/IN canada/NNP ./.another/DT day/NN ,/, another/DT strange/JJR attack/NN on/IN the/DT subway/NN //SYM metro/NNP ./.this/DT be/VBZ sad/JJ ./. #/$canada/NNP …/NFP"
3272,"@ctvvancouver/IN if/IN you/PRP keep/VBP enable/VBG the/DT addict/NNS and/CC their/PRP$ addiction/NNS ,/, it/PRP will/MD keep/VB on/RP get/VBG bad/JJR ,/, how/WRB much/RB more/JJR p/NN …/NFP"
3273,come/VBG in/IN 2023/CD :/: a/DT painful/NNP return/NNP to/IN energy/NNP supply/NNP reality/NNP |/NN c2c/NNP journal/NNP #/$ canada/NNP #/$ cdnpoli/VBZ #/$ alberta/NNP #/NNP bc/NNP …/NFP
3274,here/RB be/VBZ yesterday/NN 's/POS 338canada/CD projection/NN for/IN alberta/NNP ./.
3275,hundred/NNS gather/VBP in/IN vancouver/NNP to/TO protest/VB crackdown/NN in/IN india/NNP ’s/POS sikh/NNP -/HYPH majority/NN state/NN #/IN govbc/NNP #/$ rncpolicebc/NNP #/$ cdnpoli/NNS …/NFP
3276,@engleryve/NNS @pascalestonge/ADD _/NFP because/IN she/PRP be/VBZ a/DT puppet/NN ./.every/DT decision/NN come/VBZ from/IN the/DT pmo/NNP @justintrudeau/NNP ’s/NN office/NN and/CC …/NFP
3277,"😬/_SP 🆘/VBN 😨/NN albertans/NNPS well/JJR vote/NN like/IN banshee/NNS this/DT election/NN ,/, look/VB what/WP @fordnation/NN be/VBZ do/VBG to/IN elder/NNS in/IN ontario/NNP ⚰/CD ️/_SP …/NFP"
3278,china/NNP buy/VBZ another/DT ally/NN as/IN honduras/NNP '/POS new/JJ far/RB -/HYPH leave/VBN govt/NN abandon/NNS #/$ taiwan/NNP for/IN cash/NN ./.only/RB 12/CD nation/NNS have/VBP formal/JJ diplo/NN …/NFP
3279,@althiaraj/XX oh/UH well/UH it/PRP be/VBD #/$ cdnpoli/NNS medium/NNS who/WP help/VBD fuel/VB this/DT change/NN in/IN policy/NN
3280,@pierrepoilievre/NFP this/DT excellent/JJ article/NN illustrate/VBZ how/WRB the/DT rich/JJ avoid/VBG taxis/NNS in/IN the/DT us/NNP contribute/VBZ to/IN an/DT increas/NN …/.
3281,exactly/RB what/WP i/PRP have/VBP be/VBN say/VBG nd/NN many/JJ other/NNS ./. #/$cdnpoli/NNS #/$ canada/NNP #/$ publicsector/NN #/$ corruption/NN #/NN inefficiency/NN #/$ overhead/NN …/NFP
3282,@valeriegale88/VB @gmbutts/NNP trudeau/NNP know/VBD …/NFP #/$ cdnpol/NN
3283,@kevinvuongmp/LS why/WRB do/VBP not/RB you/PRP look/VB into/IN gerrestens/NNP campaign/NN donation/NNS and/CC connection/NNS to/IN the/DT chinese/NNP communist/NNP party/NNP …/.
